texto_diario,emocion_principal,label
i feel like all she wants is his parents fortune which is unfortunate,sadness,1
i can feel dazed by all those choices so much so i find myself standing still in front of that blank page unable to make a move,surprise,5
i feel dumb for asking ryan said but ben cut him off,sadness,1
i feel the need to say that i was very amazed with the quality of the presentation and the resources which mack michaels puts forward,surprise,5
i know when i have had a crappy day and didn t feel productive i feel lousy and sleepy in the evening,joy,0
i feel so remorseful for doing this to him,sadness,1
im typing all of these im blowing my nose and feeling extremely cranky,anger,3
i still didnt see a difference in the way my pores look and while i didnt expect this to work over time i still feel a little disappointed,sadness,1
i feel very unwelcome and unwanted everywhere,sadness,1
i feel they are pretty safe on my blog img src http s,joy,0
im feeling particularly generous,joy,0
i know that feeling myself the strange sense of serendipity where minds collide between pages,fear,2
i still feel disappointed though,sadness,1
i feel kind of strange,surprise,5
im about to go look for him again when i start to feel calm and think that his phone probably died,joy,0
i am filled with despair when i feel like my quest for beauty isnt respected,joy,0
i didnt feel that way with this we got to be with everyone on the dangerous path to freedom,anger,3
i feel my lip curl up into a half smile amused at the way he s put it,joy,0
i woke up on saturday feeling so glad it was saturday and that the work week was behind me,joy,0
i want to feel happy,joy,0
i feel paranoid like we just stepped into a private club where everyone knows each other and we are standing out like nudists at a suit convention,fear,2
i feel was not acceptable and had this been better would of allowed me to meet the needs of some of the students in a more targeted way,joy,0
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger,3
i dont know why but i feel emotionally assaulted by this fact,fear,2
i feel like i m uncertain about things i was once so certain,fear,2
i needed but i m feeling greedy,anger,3
i can truly empathize with your feelings of failure and discontent i would challenge you to re focus that energy in order to gear up for the next cycle,sadness,1
i just didnt feel thrilled let alone excited,joy,0
im feeling generous im going to share them on my blog too,joy,0
ive been feeling the demands of my three beloved males pushing and pulling spinning me around as i dance to the beat of their drum,joy,0
i feel beaten and tattered and washed up and drowning and i rise up for air just for a moment just to hear a little praise and another wave or gust of wind knocks me down again,sadness,1
i should feel all weepy,sadness,1
i think this feeling is fro trusting in god and sometimes its just apathy,joy,0
i feel low just thinking about my motherland gives me a fresh boost of energy,sadness,1
i feel so good,joy,0
i feel super weak and i havent made it through a whole class in two weeks,joy,0
i feel ugly today,sadness,1
i feel low or exhausted i either watch this movie or listen to this poetry,sadness,1
i started feeling my left arm aching,sadness,1
i feel he should have been punished,sadness,1
a scene in a film in which one man repressed another one by concidence,anger,3
i have a rough day every now and then where i feel exhausted all day no matter how much sleep i get and then im good for a week or so,sadness,1
i feel so worthless and ugly a href http afaerytaleinmakebelieve,sadness,1
